experiment,dataset,seed,model,method,pi_train,pi_test,c10,c01,tp,fp,tn,fn,tpr,fpr,tnr,fnr,precision,recall,f1,accuracy,risk,roc_auc,pr_auc,brier,logloss,threshold,neff,notes
exp5,synthetic,1,XGBoost,offset,0.2,0.2,1.0,1.0,3724,403,15597,276,0.931,0.0251875,0.9748125,0.06899999999999995,0.9023503755754786,0.931,0.9164513350559862,0.96605,0.03395,0.9925319062500001,0.9755347455486485,0.0265296302652357,0.09983421588688601,0.0,,offset_correction
exp5,synthetic,1,XGBoost,retrain,0.2,0.2,1.0,1.0,3677,233,15767,323,0.91925,0.0145625,0.9854375,0.08074999999999999,0.9404092071611253,0.91925,0.9297092288242731,0.9722,0.0278,0.9937975312499999,0.9803546481113435,0.02109804004430771,0.07703319714011742,0.0,,retrained_on_8000_samples
exp5,synthetic,2,LogisticRegression,nocorr,0.2,0.2,1.0,1.0,3749,370,15630,251,0.93725,0.023125,0.976875,0.06274999999999997,0.9101723719349356,0.93725,0.9235127478753541,0.96895,0.03105,0.9934525468750002,0.979791167240051,0.025230383972508576,0.09561448649091726,0.0,,no_correction
exp5,synthetic,2,LogisticRegression,offset,0.2,0.2,1.0,1.0,3749,370,15630,251,0.93725,0.023125,0.976875,0.06274999999999997,0.9101723719349356,0.93725,0.9235127478753541,0.96895,0.03105,0.9934525468750002,0.979791167240051,0.025230383972508576,0.09561448649091725,0.0,,offset_correction
exp5,synthetic,2,LogisticRegression,retrain,0.2,0.2,1.0,1.0,3657,213,15787,343,0.91425,0.0133125,0.9866875,0.08574999999999999,0.9449612403100776,0.91425,0.9293519695044473,0.9722,0.0278,0.994950765625,0.9838060561104209,0.01995572368986776,0.06886956163166945,0.0,,retrained_on_8000_samples
exp5,synthetic,2,XGBoost,nocorr,0.2,0.2,1.0,1.0,3727,375,15625,273,0.93175,0.0234375,0.9765625,0.06825000000000003,0.908581179912238,0.93175,0.9200197482103184,0.9676,0.0324,0.9930009531249999,0.9778568150250437,0.025760004296898842,0.09787135667192526,0.0,,no_correction
exp5,synthetic,2,XGBoost,offset,0.2,0.2,1.0,1.0,3727,375,15625,273,0.93175,0.0234375,0.9765625,0.06825000000000003,0.908581179912238,0.93175,0.9200197482103184,0.9676,0.0324,0.9930009531249999,0.9778568150250437,0.025760004182568304,0.09787135635841283,0.0,,offset_correction
exp5,synthetic,2,XGBoost,retrain,0.2,0.2,1.0,1.0,3672,271,15729,328,0.918,0.0169375,0.9830625,0.08199999999999996,0.9312706061374588,0.918,0.9245876872718116,0.97005,0.02995,0.993751234375,0.9804402578688163,0.022488340735435486,0.07869563743651506,0.0,,retrained_on_8000_samples
exp5,synthetic,3,LogisticRegression,nocorr,0.2,0.2,1.0,1.0,3750,383,15617,250,0.9375,0.0239375,0.9760625,0.0625,0.9073312363900314,0.9375,0.9221689413500553,0.96835,0.03165,0.9930981406250001,0.9777538384546696,0.025721466913619328,0.09678390483337816,0.0,,no_correction
exp5,synthetic,3,LogisticRegression,offset,0.2,0.2,1.0,1.0,3750,383,15617,250,0.9375,0.0239375,0.9760625,0.0625,0.9073312363900314,0.9375,0.9221689413500553,0.96835,0.03165,0.9930981406250001,0.9777538384546696,0.02572146691361933,0.09678390483601806,0.0,,offset_correction
exp5,synthetic,3,LogisticRegression,retrain,0.2,0.2,1.0,1.0,3675,195,15805,325,0.91875,0.0121875,0.9878125,0.08125000000000004,0.9496124031007752,0.91875,0.9339263024142312,0.974,0.026,0.99495325,0.9837508301614031,0.019594286435142792,0.06877676427377337,0.0,,retrained_on_8000_samples
exp5,synthetic,3,XGBoost,nocorr,0.2,0.2,1.0,1.0,3749,404,15596,251,0.93725,0.02525,0.97475,0.06274999999999997,0.9027209246327955,0.93725,0.9196614743039372,0.96725,0.03275,0.992528859375,0.9762104284352344,0.02632291242480278,0.09891083940797668,0.0,,no_correction
exp5,synthetic,3,XGBoost,offset,0.2,0.2,1.0,1.0,3749,404,15596,251,0.93725,0.02525,0.97475,0.06274999999999997,0.9027209246327955,0.93725,0.9196614743039372,0.96725,0.03275,0.992528859375,0.9762104284352344,0.026322914151705106,0.09891083946525743,0.0,,offset_correction
exp5,synthetic,3,XGBoost,retrain,0.2,0.2,1.0,1.0,3659,222,15778,341,0.91475,0.013875,0.986125,0.08525000000000005,0.9427982478742593,0.91475,0.9285623651820835,0.97185,0.02815,0.9936755859375,0.9799948526656999,0.021812397986650467,0.07900458879946741,0.0,,retrained_on_8000_samples
exp5,synthetic,4,LogisticRegression,nocorr,0.2,0.2,1.0,1.0,3749,372,15628,251,0.93725,0.02325,0.97675,0.06274999999999997,0.9097306479009949,0.93725,0.9232853096909248,0.96885,0.03115,0.993882515625,0.9795479585393678,0.024989465622969772,0.09391061159961253,0.0,,no_correction
exp5,synthetic,4,LogisticRegression,offset,0.2,0.2,1.0,1.0,3749,372,15628,251,0.93725,0.02325,0.97675,0.06274999999999997,0.9097306479009949,0.93725,0.9232853096909248,0.96885,0.03115,0.993882515625,0.9795479585393678,0.02498946562296981,0.09391061162637496,0.0,,offset_correction
exp5,synthetic,4,LogisticRegression,retrain,0.2,0.2,1.0,1.0,3696,222,15778,304,0.924,0.013875,0.986125,0.07599999999999996,0.9433384379785605,0.924,0.9335690831017934,0.9737,0.0263,0.9955346875,0.9849538093325573,0.019093144968569748,0.06587381141797148,0.0,,retrained_on_8000_samples
exp5,synthetic,4,XGBoost,nocorr,0.2,0.2,1.0,1.0,3733,401,15599,267,0.93325,0.0250625,0.9749375,0.06674999999999998,0.9029995162070634,0.93325,0.9178755839685272,0.9666,0.0334,0.9932898437500001,0.9774046008278057,0.025703024119138718,0.09655568264305824,0.0,,no_correction
exp5,synthetic,4,XGBoost,offset,0.2,0.2,1.0,1.0,3733,401,15599,267,0.93325,0.0250625,0.9749375,0.06674999999999998,0.9029995162070634,0.93325,0.9178755839685272,0.9666,0.0334,0.9932898437500001,0.9774046008278058,0.025703023566353546,0.09655568253992594,0.0,,offset_correction
exp5,synthetic,4,XGBoost,retrain,0.2,0.2,1.0,1.0,3663,237,15763,337,0.91575,0.0148125,0.9851875,0.08425000000000005,0.9392307692307692,0.91575,0.9273417721518987,0.9713,0.0287,0.994361875,0.981395089504989,0.02167818695306778,0.07566318883385836,0.0,,retrained_on_8000_samples
exp5,synthetic,5,LogisticRegression,nocorr,0.2,0.2,1.0,1.0,3758,411,15589,242,0.9395,0.0256875,0.9743125,0.0605,0.9014152074838091,0.9395,0.9200636552821643,0.96735,0.03265,0.9935555,0.9782951725777456,0.025948510938391286,0.09740426088784279,0.0,,no_correction
exp5,synthetic,5,LogisticRegression,offset,0.2,0.2,1.0,1.0,3758,411,15589,242,0.9395,0.0256875,0.9743125,0.0605,0.9014152074838091,0.9395,0.9200636552821643,0.96735,0.03265,0.9935555,0.9782951725777456,0.025948510938391286,0.09740426088784279,0.0,,offset_correction
exp5,synthetic,5,LogisticRegression,retrain,0.2,0.2,1.0,1.0,3701,243,15757,299,0.92525,0.0151875,0.9848125,0.07474999999999998,0.9383874239350912,0.92525,0.9317724068479355,0.9729,0.0271,0.9951362343750001,0.9835160191382792,0.02005788297409569,0.0691674458764626,0.0,,retrained_on_8000_samples
exp5,synthetic,5,XGBoost,nocorr,0.2,0.2,1.0,1.0,3745,427,15573,255,0.93625,0.0266875,0.9733125,0.06374999999999997,0.8976510067114094,0.93625,0.9165442976015663,0.9659,0.0341,0.993103328125,0.9759317302479367,0.026716219261288643,0.10011029497976888,0.0,,no_correction
exp5,synthetic,5,XGBoost,offset,0.2,0.2,1.0,1.0,3745,427,15573,255,0.93625,0.0266875,0.9733125,0.06374999999999997,0.8976510067114094,0.93625,0.9165442976015663,0.9659,0.0341,0.993103328125,0.9759317302479367,0.026716217408803745,0.10011029475057985,0.0,,offset_correction
exp5,synthetic,5,XGBoost,retrain,0.2,0.2,1.0,1.0,3687,249,15751,313,0.92175,0.0155625,0.9844375,0.07825000000000004,0.9367378048780488,0.92175,0.9291834677419355,0.9719,0.0281,0.993973453125,0.9795082293913557,0.02192644402384758,0.07872705536398834,0.0,,retrained_on_8000_samples
exp5,synthetic,6,LogisticRegression,nocorr,0.2,0.2,1.0,1.0,3737,413,15587,263,0.93425,0.0258125,0.9741875,0.06574999999999998,0.9004819277108433,0.93425,0.9170552147239264,0.9662,0.0338,0.9933701406249998,0.9784964074564101,0.02583911627754071,0.09603756237046827,0.0,,no_correction
exp5,synthetic,6,LogisticRegression,offset,0.2,0.2,1.0,1.0,3737,413,15587,263,0.93425,0.0258125,0.9741875,0.06574999999999998,0.9004819277108433,0.93425,0.9170552147239264,0.9662,0.0338,0.993370140625,0.97849640745641,0.02583911627754073,0.09603756237854384,0.0,,offset_correction
exp5,synthetic,6,LogisticRegression,retrain,0.2,0.2,1.0,1.0,3669,186,15814,331,0.91725,0.011625,0.988375,0.08274999999999999,0.9517509727626459,0.91725,0.9341820496499045,0.97415,0.02585,0.995195203125,0.9836868570387719,0.019759851917795713,0.06886856700131937,0.0,,retrained_on_8000_samples
exp5,synthetic,6,XGBoost,nocorr,0.2,0.2,1.0,1.0,3731,429,15571,269,0.93275,0.0268125,0.9731875,0.06725000000000003,0.896875,0.93275,0.9144607843137255,0.9651,0.0349,0.9926563671875,0.9757879499427796,0.026803521439433098,0.09945671704574492,0.0,,no_correction
exp5,synthetic,6,XGBoost,offset,0.2,0.2,1.0,1.0,3731,429,15571,269,0.93275,0.0268125,0.9731875,0.06725000000000003,0.896875,0.93275,0.9144607843137255,0.9651,0.0349,0.9926563671875,0.9757879499427796,0.026803522562243564,0.09945671698484157,0.0,,offset_correction
exp5,synthetic,6,XGBoost,retrain,0.2,0.2,1.0,1.0,3641,225,15775,359,0.91025,0.0140625,0.9859375,0.08975,0.9418003103983446,0.91025,0.9257564200355962,0.9708,0.0292,0.9938672421874999,0.979989830527818,0.022052915766835213,0.07934998516422875,0.0,,retrained_on_8000_samples
exp5,synthetic,7,LogisticRegression,nocorr,0.2,0.2,1.0,1.0,3795,374,15626,205,0.94875,0.023375,0.976625,0.05125000000000002,0.9102902374670184,0.94875,0.9291222915901579,0.97105,0.02895,0.99450046875,0.9816351605817218,0.024097370822946333,0.09247478703783513,0.0,,no_correction
exp5,synthetic,7,LogisticRegression,offset,0.2,0.2,1.0,1.0,3795,374,15626,205,0.94875,0.023375,0.976625,0.05125000000000002,0.9102902374670184,0.94875,0.9291222915901579,0.97105,0.02895,0.99450046875,0.9816351605817218,0.024097370822946333,0.09247478703783513,0.0,,offset_correction
exp5,synthetic,7,LogisticRegression,retrain,0.2,0.2,1.0,1.0,3731,203,15797,269,0.93275,0.0126875,0.9873125,0.06725000000000003,0.9483985765124555,0.93275,0.9405092009074868,0.9764,0.0236,0.9960415781249999,0.9866156684024621,0.01753288000882086,0.06163991085641481,0.0,,retrained_on_8000_samples
exp5,synthetic,7,XGBoost,nocorr,0.2,0.2,1.0,1.0,3782,389,15611,218,0.9455,0.0243125,0.9756875,0.05449999999999999,0.9067369935267322,0.9455,0.92571288703953,0.96965,0.03035,0.9939045703124998,0.9797858880290675,0.02474917098879814,0.09494781923873548,0.0,,no_correction
exp5,synthetic,7,XGBoost,offset,0.2,0.2,1.0,1.0,3782,389,15611,218,0.9455,0.0243125,0.9756875,0.05449999999999999,0.9067369935267322,0.9455,0.92571288703953,0.96965,0.03035,0.9939045703125,0.9797858880290674,0.024749172370037525,0.0949478192504998,0.0,,offset_correction
exp5,synthetic,7,XGBoost,retrain,0.2,0.2,1.0,1.0,3714,235,15765,286,0.9285,0.0146875,0.9853125,0.07150000000000001,0.9404912636110407,0.9285,0.9344571644231979,0.97395,0.02605,0.994814734375,0.983232236978973,0.01956181600689888,0.06975294940284238,0.0,,retrained_on_8000_samples
exp5,synthetic,8,LogisticRegression,nocorr,0.2,0.2,1.0,1.0,3751,415,15585,249,0.93775,0.0259375,0.9740625,0.06225000000000003,0.900384061449832,0.93775,0.9186872397746755,0.9668,0.0332,0.9930949531250001,0.9780219971118713,0.02646409514484927,0.09843624947326464,0.0,,no_correction
exp5,synthetic,8,LogisticRegression,offset,0.2,0.2,1.0,1.0,3751,415,15585,249,0.93775,0.0259375,0.9740625,0.06225000000000003,0.900384061449832,0.93775,0.9186872397746755,0.9668,0.0332,0.9930949531250001,0.9780219971118713,0.02646409514484927,0.09843624947326464,0.0,,offset_correction
exp5,synthetic,8,LogisticRegression,retrain,0.2,0.2,1.0,1.0,3698,233,15767,302,0.9245,0.0145625,0.9854375,0.07550000000000001,0.9407275502416688,0.9245,0.9325431849703695,0.97325,0.02675,0.9948078124999999,0.9829297298268009,0.020318926529326257,0.0707125727549583,0.0,,retrained_on_8000_samples
exp5,synthetic,8,XGBoost,nocorr,0.2,0.2,1.0,1.0,3736,439,15561,264,0.934,0.0274375,0.9725625,0.06599999999999995,0.8948502994011976,0.934,0.914006116207951,0.96485,0.03515,0.9924863984375002,0.9758650725212255,0.027186261489987373,0.10138178362738581,0.0,,no_correction
exp5,synthetic,8,XGBoost,offset,0.2,0.2,1.0,1.0,3736,439,15561,264,0.934,0.0274375,0.9725625,0.06599999999999995,0.8948502994011976,0.934,0.914006116207951,0.96485,0.03515,0.9924863984375001,0.9758650725212253,0.027186261316425545,0.10138178339798383,0.0,,offset_correction
exp5,synthetic,8,XGBoost,retrain,0.2,0.2,1.0,1.0,3667,261,15739,333,0.91675,0.0163125,0.9836875,0.08325000000000005,0.9335539714867617,0.91675,0.9250756811301716,0.9703,0.0297,0.993749140625,0.9792553741974713,0.022755347192287445,0.08132550141835336,0.0,,retrained_on_8000_samples
exp5,synthetic,9,LogisticRegression,nocorr,0.2,0.2,1.0,1.0,3754,349,15651,246,0.9385,0.0218125,0.9781875,0.0615,0.9149402875944431,0.9385,0.9265704060224608,0.97025,0.02975,0.99434771875,0.9815232202109665,0.02394715394556394,0.09197845645539325,0.0,,no_correction
exp5,synthetic,9,LogisticRegression,offset,0.2,0.2,1.0,1.0,3754,349,15651,246,0.9385,0.0218125,0.9781875,0.0615,0.9149402875944431,0.9385,0.9265704060224608,0.97025,0.02975,0.99434771875,0.9815232202109665,0.023947153945563935,0.09197845645539325,0.0,,offset_correction
exp5,synthetic,9,LogisticRegression,retrain,0.2,0.2,1.0,1.0,3724,186,15814,276,0.931,0.011625,0.988375,0.06899999999999995,0.9524296675191816,0.931,0.9415929203539823,0.9769,0.0231,0.9958190312500002,0.9862000388227188,0.017529819112513497,0.06235229056610376,0.0,,retrained_on_8000_samples
exp5,synthetic,9,XGBoost,nocorr,0.2,0.2,1.0,1.0,3752,368,15632,248,0.938,0.023,0.977,0.062000000000000055,0.9106796116504854,0.938,0.9241379310344827,0.9692,0.0308,0.9938032656249999,0.9797280254628199,0.02467963472008705,0.0945514186069836,0.0,,no_correction
exp5,synthetic,9,XGBoost,offset,0.2,0.2,1.0,1.0,3752,368,15632,248,0.938,0.023,0.977,0.062000000000000055,0.9106796116504854,0.938,0.9241379310344827,0.9692,0.0308,0.9938032656249999,0.9797280254628199,0.024679635314099717,0.09455141814870703,0.0,,offset_correction
exp5,synthetic,9,XGBoost,retrain,0.2,0.2,1.0,1.0,3695,218,15782,305,0.92375,0.013625,0.986375,0.07625000000000004,0.9442882698696652,0.92375,0.9339062302540124,0.97385,0.02615,0.9945408125,0.9826628345944082,0.0198847446590662,0.07154515430380784,0.0,,retrained_on_8000_samples
