experiment,dataset,seed,model,method,pi_train,pi_test,c10,c01,tp,fp,tn,fn,tpr,fpr,tnr,fnr,precision,recall,f1,accuracy,risk,roc_auc,pr_auc,brier,logloss,threshold,neff,notes
exp1,breast_cancer,2,LogisticRegression,offset,0.2,0.1,10.0,1.0,726,0,9000,274,0.726,0.0,1.0,0.274,1.0,0.726,0.8412514484356894,0.9726,0.0274,0.9895837777777778,0.9667348704424592,0.012487341720768817,0.05058009474296691,2.302585092994046,,offset_corrected
exp1,breast_cancer,2,LogisticRegression,oracle_threshold,0.2,0.1,10.0,1.0,751,0,9000,249,0.751,0.0,1.0,0.249,1.0,0.751,0.857795545402627,0.9751,0.0249,0.9895837777777778,0.9667348704424592,0.012487341720768817,0.05058009474296691,1.6640997615995299,,tuned_on_200_samples
exp1,breast_cancer,2,LogisticRegression,nocorr,0.2,0.1,1.0,10.0,973,552,8448,27,0.973,0.06133333333333333,0.9386666666666666,0.027000000000000024,0.6380327868852459,0.973,0.7706930693069307,0.9421,0.0822,0.9895837777777777,0.9667348704424593,0.01240639703391542,0.05183525689852647,-2.3025850929940455,,fixed_threshold
exp1,breast_cancer,2,LogisticRegression,offset,0.2,0.1,1.0,10.0,973,324,8676,27,0.973,0.036,0.964,0.027000000000000024,0.7501927525057825,0.973,0.847191989551589,0.9649,0.0594,0.9895837777777778,0.9667348704424592,0.012487341720768817,0.05058009474296691,-2.3025850929940455,,offset_corrected
exp1,breast_cancer,2,LogisticRegression,oracle_threshold,0.2,0.1,1.0,10.0,947,159,8841,53,0.947,0.017666666666666667,0.9823333333333333,0.05300000000000005,0.85623869801085,0.947,0.899335232668566,0.9788,0.0689,0.9895837777777778,0.9667348704424592,0.012487341720768817,0.05058009474296691,-1.4293187088932262,,tuned_on_200_samples
exp1,breast_cancer,2,XGBoost,nocorr,0.2,0.1,1.0,1.0,843,0,9000,157,0.843,0.0,1.0,0.15700000000000003,1.0,0.843,0.9148128052088985,0.9843,0.0157,0.9882926666666667,0.9571397541237533,0.015183432027697563,0.05766707325562771,0.0,,fixed_threshold
exp1,breast_cancer,2,XGBoost,offset,0.2,0.1,1.0,1.0,829,0,9000,171,0.829,0.0,1.0,0.17100000000000004,1.0,0.829,0.9065062875888463,0.9829,0.0171,0.9882926666666667,0.9571397541237533,0.015845134732239707,0.06225578205009543,0.0,,offset_corrected
exp1,breast_cancer,2,XGBoost,oracle_threshold,0.2,0.1,1.0,1.0,829,0,9000,171,0.829,0.0,1.0,0.17100000000000004,1.0,0.829,0.9065062875888463,0.9829,0.0171,0.9882926666666667,0.9571397541237533,0.015845134732239707,0.06225578205009543,0.1273786188132734,,tuned_on_200_samples
exp1,breast_cancer,2,XGBoost,nocorr,0.2,0.1,10.0,1.0,697,0,9000,303,0.697,0.0,1.0,0.30300000000000005,1.0,0.697,0.8214496169711255,0.9697,0.0303,0.9882926666666667,0.9571397541237533,0.015183432027697563,0.05766707325562771,2.302585092994046,,fixed_threshold
exp1,breast_cancer,2,XGBoost,offset,0.2,0.1,10.0,1.0,651,0,9000,349,0.651,0.0,1.0,0.349,1.0,0.651,0.7886129618413082,0.9651,0.0349,0.9882926666666667,0.9571397541237533,0.015845134732239707,0.06225578205009543,2.302585092994046,,offset_corrected
exp1,breast_cancer,2,XGBoost,oracle_threshold,0.2,0.1,10.0,1.0,829,0,9000,171,0.829,0.0,1.0,0.17100000000000004,1.0,0.829,0.9065062875888463,0.9829,0.0171,0.9882926666666667,0.9571397541237533,0.015845134732239707,0.06225578205009543,0.1273786188132734,,tuned_on_200_samples
exp1,breast_cancer,2,XGBoost,nocorr,0.2,0.1,1.0,10.0,946,552,8448,54,0.946,0.06133333333333333,0.9386666666666666,0.05400000000000005,0.6315086782376502,0.946,0.7574059247397918,0.9394,0.1092,0.9882926666666667,0.9571397541237533,0.015183432027697563,0.05766707325562771,-2.3025850929940455,,fixed_threshold
exp1,breast_cancer,2,XGBoost,offset,0.2,0.1,1.0,10.0,946,239,8761,54,0.946,0.026555555555555554,0.9734444444444444,0.05400000000000005,0.7983122362869198,0.946,0.8659038901601831,0.9707,0.0779,0.9882926666666667,0.9571397541237533,0.015845134732239707,0.06225578205009543,-2.3025850929940455,,offset_corrected
exp1,breast_cancer,2,XGBoost,oracle_threshold,0.2,0.1,1.0,10.0,886,159,8841,114,0.886,0.017666666666666667,0.9823333333333333,0.11399999999999999,0.8478468899521531,0.886,0.8665036674816626,0.9727,0.1299,0.9882926666666667,0.9571397541237533,0.015845134732239707,0.06225578205009543,-1.2083299397461444,,tuned_on_200_samples
exp1,breast_cancer,2,LogisticRegression,nocorr,0.2,0.05,1.0,1.0,432,0,9500,68,0.864,0.0,1.0,0.136,1.0,0.864,0.927038626609442,0.9932,0.0068,0.9887835789473683,0.9463300269561998,0.009285081815810284,0.040563408255352124,0.0,,fixed_threshold
exp1,breast_cancer,2,LogisticRegression,offset,0.2,0.05,1.0,1.0,398,0,9500,102,0.796,0.0,1.0,0.20399999999999996,1.0,0.796,0.8864142538975501,0.9898,0.0102,0.9887835789473685,0.9463300269561998,0.008431942464627548,0.03473094791855926,0.0,,offset_corrected
exp1,breast_cancer,2,LogisticRegression,oracle_threshold,0.2,0.05,1.0,1.0,372,0,9500,128,0.744,0.0,1.0,0.256,1.0,0.744,0.8532110091743119,0.9872,0.0128,0.9887835789473685,0.9463300269561998,0.008431942464627548,0.03473094791855926,0.916885359769309,,tuned_on_200_samples
exp1,breast_cancer,2,LogisticRegression,nocorr,0.2,0.05,10.0,1.0,384,0,9500,116,0.768,0.0,1.0,0.23199999999999998,1.0,0.768,0.8687782805429864,0.9884,0.0116,0.9887835789473683,0.9463300269561998,0.009285081815810284,0.040563408255352124,2.302585092994046,,fixed_threshold
exp1,breast_cancer,2,LogisticRegression,offset,0.2,0.05,10.0,1.0,321,0,9500,179,0.642,0.0,1.0,0.358,1.0,0.642,0.781973203410475,0.9821,0.0179,0.9887835789473685,0.9463300269561998,0.008431942464627548,0.03473094791855926,2.302585092994046,,offset_corrected
exp1,breast_cancer,2,LogisticRegression,oracle_threshold,0.2,0.05,10.0,1.0,372,0,9500,128,0.744,0.0,1.0,0.256,1.0,0.744,0.8532110091743119,0.9872,0.0128,0.9887835789473685,0.9463300269561998,0.008431942464627548,0.03473094791855926,0.916885359769309,,tuned_on_200_samples
exp1,breast_cancer,2,LogisticRegression,nocorr,0.2,0.05,1.0,10.0,484,576,8924,16,0.968,0.06063157894736842,0.9393684210526316,0.03200000000000003,0.45660377358490567,0.968,0.6205128205128205,0.9408,0.0736,0.9887835789473683,0.9463300269561998,0.009285081815810284,0.040563408255352124,-2.3025850929940455,,fixed_threshold
exp1,breast_cancer,2,LogisticRegression,offset,0.2,0.05,1.0,10.0,470,163,9337,30,0.94,0.017157894736842105,0.9828421052631579,0.06000000000000005,0.7424960505529226,0.94,0.8296557811120918,0.9807,0.0463,0.9887835789473685,0.9463300269561998,0.008431942464627548,0.03473094791855926,-2.3025850929940455,,offset_corrected
exp1,breast_cancer,2,LogisticRegression,oracle_threshold,0.2,0.05,1.0,10.0,470,163,9337,30,0.94,0.017157894736842105,0.9828421052631579,0.06000000000000005,0.7424960505529226,0.94,0.8296557811120918,0.9807,0.0463,0.9887835789473685,0.9463300269561998,0.008431942464627548,0.03473094791855926,-2.1765331107234474,,tuned_on_200_samples
exp1,breast_cancer,2,XGBoost,nocorr,0.2,0.05,1.0,1.0,419,0,9500,81,0.838,0.0,1.0,0.16200000000000003,1.0,0.838,0.911860718171926,0.9919,0.0081,0.9877898947368421,0.9326730878580115,0.010426164604723454,0.04066016946515775,0.0,,fixed_threshold
exp1,breast_cancer,2,XGBoost,offset,0.2,0.05,1.0,1.0,387,0,9500,113,0.774,0.0,1.0,0.22599999999999998,1.0,0.774,0.8726042841037204,0.9887,0.0113,0.9877898947368421,0.9326730878580115,0.009878730230832567,0.04135885628215665,0.0,,offset_corrected
exp1,breast_cancer,2,XGBoost,oracle_threshold,0.2,0.05,1.0,1.0,412,0,9500,88,0.824,0.0,1.0,0.17600000000000005,1.0,0.824,0.9035087719298246,0.9912,0.0088,0.9877898947368421,0.9326730878580115,0.009878730230832567,0.04135885628215665,-0.6198357830169476,,tuned_on_200_samples
exp1,breast_cancer,2,XGBoost,nocorr,0.2,0.05,10.0,1.0,346,0,9500,154,0.692,0.0,1.0,0.30800000000000005,1.0,0.692,0.817966903073286,0.9846,0.0154,0.9877898947368421,0.9326730878580115,0.010426164604723454,0.04066016946515775,2.302585092994046,,fixed_threshold
exp1,breast_cancer,2,XGBoost,offset,0.2,0.05,10.0,1.0,300,0,9500,200,0.6,0.0,1.0,0.4,1.0,0.6,0.75,0.98,0.02,0.9877898947368421,0.9326730878580115,0.009878730230832567,0.04135885628215665,2.302585092994046,,offset_corrected
exp1,breast_cancer,2,XGBoost,oracle_threshold,0.2,0.05,10.0,1.0,412,0,9500,88,0.824,0.0,1.0,0.17600000000000005,1.0,0.824,0.9035087719298246,0.9912,0.0088,0.9877898947368421,0.9326730878580115,0.009878730230832567,0.04135885628215665,-0.6198357830169476,,tuned_on_200_samples
exp1,breast_cancer,2,XGBoost,nocorr,0.2,0.05,1.0,10.0,468,577,8923,32,0.936,0.06073684210526316,0.9392631578947368,0.06399999999999995,0.4478468899521531,0.936,0.6058252427184466,0.9391,0.0897,0.9877898947368421,0.9326730878580115,0.010426164604723454,0.04066016946515775,-2.3025850929940455,,fixed_threshold
exp1,breast_cancer,2,XGBoost,offset,0.2,0.05,1.0,10.0,457,163,9337,43,0.914,0.017157894736842105,0.9828421052631579,0.08599999999999997,0.7370967741935484,0.914,0.8160714285714286,0.9794,0.0593,0.9877898947368421,0.9326730878580115,0.009878730230832567,0.04135885628215665,-2.3025850929940455,,offset_corrected
exp1,breast_cancer,2,XGBoost,oracle_threshold,0.2,0.05,1.0,10.0,438,163,9337,62,0.876,0.017157894736842105,0.9828421052631579,0.124,0.7287853577371048,0.876,0.7956403269754768,0.9775,0.0783,0.9877898947368421,0.9326730878580115,0.009878730230832567,0.04135885628215665,-1.8283845076682843,,tuned_on_200_samples
exp1,breast_cancer,2,LogisticRegression,nocorr,0.2,0.01,1.0,1.0,89,0,9900,11,0.89,0.0,1.0,0.10999999999999999,1.0,0.89,0.9417989417989417,0.9989,0.0011,0.9941424242424243,0.9210732483949763,0.005876258449746452,0.028439141273341538,0.0,,fixed_threshold
exp1,breast_cancer,2,LogisticRegression,offset,0.2,0.01,1.0,1.0,78,0,9900,22,0.78,0.0,1.0,0.21999999999999997,1.0,0.78,0.8764044943820225,0.9978,0.0022,0.9941424242424242,0.9210732483949763,0.0020045327755923844,0.009215638315480223,0.0,,offset_corrected
exp1,breast_cancer,2,LogisticRegression,oracle_threshold,0.2,0.01,1.0,1.0,26,0,9900,74,0.26,0.0,1.0,0.74,1.0,0.26,0.4126984126984127,0.9926,0.0074,0.9941424242424242,0.9210732483949763,0.0020045327755923844,0.009215638315480223,8.230240316360009,,tuned_on_200_samples
exp1,breast_cancer,2,LogisticRegression,nocorr,0.2,0.01,10.0,1.0,82,0,9900,18,0.82,0.0,1.0,0.18000000000000005,1.0,0.82,0.9010989010989011,0.9982,0.0018,0.9941424242424243,0.9210732483949763,0.005876258449746452,0.028439141273341538,2.302585092994046,,fixed_threshold
exp1,breast_cancer,2,LogisticRegression,offset,0.2,0.01,10.0,1.0,60,0,9900,40,0.6,0.0,1.0,0.4,1.0,0.6,0.75,0.996,0.004,0.9941424242424242,0.9210732483949763,0.0020045327755923844,0.009215638315480223,2.302585092994046,,offset_corrected
exp1,breast_cancer,2,LogisticRegression,oracle_threshold,0.2,0.01,10.0,1.0,26,0,9900,74,0.26,0.0,1.0,0.74,1.0,0.26,0.4126984126984127,0.9926,0.0074,0.9941424242424242,0.9210732483949763,0.0020045327755923844,0.009215638315480223,8.230240316360009,,tuned_on_200_samples
exp1,breast_cancer,2,LogisticRegression,nocorr,0.2,0.01,1.0,10.0,97,597,9303,3,0.97,0.0603030303030303,0.9396969696969697,0.030000000000000027,0.13976945244956773,0.97,0.24433249370277077,0.94,0.0627,0.9941424242424243,0.9210732483949763,0.005876258449746452,0.028439141273341538,-2.3025850929940455,,fixed_threshold
exp1,breast_cancer,2,LogisticRegression,offset,0.2,0.01,1.0,10.0,85,0,9900,15,0.85,0.0,1.0,0.15000000000000002,1.0,0.85,0.918918918918919,0.9985,0.015,0.9941424242424242,0.9210732483949763,0.0020045327755923844,0.009215638315480223,-2.3025850929940455,,offset_corrected
exp1,breast_cancer,2,LogisticRegression,oracle_threshold,0.2,0.01,1.0,10.0,94,168,9732,6,0.94,0.01696969696969697,0.983030303030303,0.06000000000000005,0.35877862595419846,0.94,0.5193370165745856,0.9826,0.0228,0.9941424242424242,0.9210732483949763,0.0020045327755923844,0.009215638315480223,-3.827213981691597,,tuned_on_200_samples
exp1,breast_cancer,2,XGBoost,nocorr,0.2,0.01,1.0,1.0,79,0,9900,21,0.79,0.0,1.0,0.20999999999999996,1.0,0.79,0.88268156424581,0.9979,0.0021,0.9929484848484847,0.8490272203459693,0.006317588966339827,0.02480878199862456,0.0,,fixed_threshold
exp1,breast_cancer,2,XGBoost,offset,0.2,0.01,1.0,1.0,64,0,9900,36,0.64,0.0,1.0,0.36,1.0,0.64,0.7804878048780488,0.9964,0.0036,0.9929484848484847,0.8490272203459693,0.002906040862859286,0.01321562138559226,0.0,,offset_corrected
exp1,breast_cancer,2,XGBoost,oracle_threshold,0.2,0.01,1.0,1.0,79,0,9900,21,0.79,0.0,1.0,0.20999999999999996,1.0,0.79,0.88268156424581,0.9979,0.0021,0.9929484848484847,0.8490272203459693,0.002906040862859286,0.01321562138559226,-2.2705166539850974,,tuned_on_200_samples
exp1,breast_cancer,2,XGBoost,nocorr,0.2,0.01,10.0,1.0,72,0,9900,28,0.72,0.0,1.0,0.28,1.0,0.72,0.8372093023255814,0.9972,0.0028,0.9929484848484847,0.8490272203459693,0.006317588966339827,0.02480878199862456,2.302585092994046,,fixed_threshold
exp1,breast_cancer,2,XGBoost,offset,0.2,0.01,10.0,1.0,56,0,9900,44,0.56,0.0,1.0,0.43999999999999995,1.0,0.56,0.717948717948718,0.9956,0.0044,0.9929484848484847,0.8490272203459693,0.002906040862859286,0.01321562138559226,2.302585092994046,,offset_corrected
exp1,breast_cancer,2,XGBoost,oracle_threshold,0.2,0.01,10.0,1.0,79,0,9900,21,0.79,0.0,1.0,0.20999999999999996,1.0,0.79,0.88268156424581,0.9979,0.0021,0.9929484848484847,0.8490272203459693,0.002906040862859286,0.01321562138559226,-2.2705166539850974,,tuned_on_200_samples
exp1,breast_cancer,2,XGBoost,nocorr,0.2,0.01,1.0,10.0,95,599,9301,5,0.95,0.060505050505050506,0.9394949494949495,0.050000000000000044,0.13688760806916425,0.95,0.23929471032745592,0.9396,0.0649,0.9929484848484847,0.8490272203459693,0.006317588966339827,0.02480878199862456,-2.3025850929940455,,fixed_threshold
exp1,breast_cancer,2,XGBoost,offset,0.2,0.01,1.0,10.0,79,0,9900,21,0.79,0.0,1.0,0.20999999999999996,1.0,0.79,0.88268156424581,0.9979,0.021,0.9929484848484847,0.8490272203459693,0.002906040862859286,0.01321562138559226,-2.3025850929940455,,offset_corrected
exp1,breast_cancer,2,XGBoost,oracle_threshold,0.2,0.01,1.0,10.0,79,0,9900,21,0.79,0.0,1.0,0.20999999999999996,1.0,0.79,0.88268156424581,0.9979,0.021,0.9929484848484847,0.8490272203459693,0.002906040862859286,0.01321562138559226,-2.2705166539850974,,tuned_on_200_samples
exp1,synthetic,3,LogisticRegression,nocorr,0.2,0.5,1.0,1.0,6894,391,9609,3106,0.6894,0.0391,0.9609,0.3106,0.946328071379547,0.6894,0.797685854787388,0.82515,0.17485,0.9437500499999999,0.9447585009558452,0.1243560153584173,0.39653101789124967,0.0,,fixed_threshold
exp1,synthetic,3,LogisticRegression,offset,0.2,0.5,1.0,1.0,8661,1266,8734,1339,0.8661,0.1266,0.8734,0.13390000000000002,0.8724690238742823,0.8661,0.8692728458874893,0.86975,0.13025,0.9437500499999999,0.9447585009558452,0.09363787146157733,0.30301473188149586,0.0,,offset_corrected
exp1,synthetic,3,LogisticRegression,oracle_threshold,0.2,0.5,1.0,1.0,9215,1994,8006,785,0.9215,0.1994,0.8006,0.07850000000000001,0.8221072352573825,0.9215,0.8689707199773681,0.86105,0.13895,0.9437500499999999,0.9447585009558452,0.09363787146157733,0.30301473188149586,-0.7058405395731102,,tuned_on_400_samples
exp1,synthetic,3,LogisticRegression,nocorr,0.2,0.5,10.0,1.0,3057,31,9969,6943,0.3057,0.0031,0.9969,0.6942999999999999,0.989961139896373,0.3057,0.46714547677261614,0.6513,0.36265,0.9437500499999999,0.9447585009558452,0.1243560153584173,0.39653101789124967,2.302585092994046,,fixed_threshold
exp1,synthetic,3,LogisticRegression,offset,0.2,0.5,10.0,1.0,5378,159,9841,4622,0.5378,0.0159,0.9841,0.46220000000000006,0.9712840888567816,0.5378,0.6922829375040227,0.76095,0.3106,0.9437500499999999,0.9447585009558452,0.09363787146157733,0.30301473188149586,2.302585092994046,,offset_corrected
exp1,synthetic,3,LogisticRegression,oracle_threshold,0.2,0.5,10.0,1.0,5283,147,9853,4717,0.5283,0.0147,0.9853,0.4717,0.9729281767955801,0.5283,0.6847699287103046,0.7568,0.30935,0.9437500499999999,0.9447585009558452,0.09363787146157733,0.30301473188149586,2.3595689009583163,,tuned_on_400_samples
exp1,synthetic,3,LogisticRegression,nocorr,0.2,0.5,1.0,10.0,9347,2277,7723,653,0.9347,0.2277,0.7723,0.06530000000000002,0.8041121816930489,0.9347,0.8645024047354791,0.8535,0.44035,0.9437500499999999,0.9447585009558452,0.1243560153584173,0.39653101789124967,-2.3025850929940455,,fixed_threshold
exp1,synthetic,3,LogisticRegression,offset,0.2,0.5,1.0,10.0,9831,4548,5452,169,0.9831,0.4548,0.5452,0.016900000000000026,0.6837054037137492,0.9831,0.8065138028631199,0.76415,0.3119,0.9437500499999999,0.9447585009558452,0.09363787146157733,0.30301473188149586,-2.3025850929940455,,offset_corrected
exp1,synthetic,3,LogisticRegression,oracle_threshold,0.2,0.5,1.0,10.0,9787,4239,5761,213,0.9787,0.4239,0.5761,0.021299999999999986,0.6977755596748895,0.9787,0.814700740864064,0.7774,0.31845,0.9437500499999999,0.9447585009558452,0.09363787146157733,0.30301473188149586,-2.1230367082083905,,tuned_on_400_samples
exp1,synthetic,3,XGBoost,nocorr,0.2,0.5,1.0,1.0,6972,408,9592,3028,0.6972,0.0408,0.9592,0.30279999999999996,0.9447154471544715,0.6972,0.8023014959723821,0.8282,0.1718,0.9427993750000001,0.9439533624715611,0.12533457577228546,0.4030870321506649,0.0,,fixed_threshold
exp1,synthetic,3,XGBoost,offset,0.2,0.5,1.0,1.0,8573,1211,8789,1427,0.8573,0.1211,0.8789,0.14270000000000005,0.8762264922322158,0.8573,0.8666599272139103,0.8681,0.1319,0.9427993750000001,0.9439533624715611,0.09474702957234839,0.3060361368435581,0.0,,offset_corrected
exp1,synthetic,3,XGBoost,oracle_threshold,0.2,0.5,1.0,1.0,9328,2331,7669,672,0.9328,0.2331,0.7669,0.06720000000000004,0.8000686165194271,0.9328,0.8613509395632301,0.84985,0.15015,0.9427993750000001,0.9439533624715611,0.09474702957234839,0.3060361368435581,-1.0471205749457833,,tuned_on_400_samples
exp1,synthetic,3,XGBoost,nocorr,0.2,0.5,10.0,1.0,2939,27,9973,7061,0.2939,0.0027,0.9973,0.7061,0.9908968307484828,0.2939,0.45333950331636585,0.6456,0.36655,0.9427993750000001,0.9439533624715611,0.12533457577228546,0.4030870321506649,2.302585092994046,,fixed_threshold
exp1,synthetic,3,XGBoost,offset,0.2,0.5,10.0,1.0,5501,175,9825,4499,0.5501,0.0175,0.9825,0.44989999999999997,0.969168428470754,0.5501,0.7018372033682062,0.7663,0.31245,0.9427993750000001,0.9439533624715611,0.09474702957234839,0.3060361368435581,2.302585092994046,,offset_corrected
exp1,synthetic,3,XGBoost,oracle_threshold,0.2,0.5,10.0,1.0,4300,81,9919,5700,0.43,0.0081,0.9919,0.5700000000000001,0.9815110705318421,0.43,0.5980112648633614,0.71095,0.3255,0.9427993750000001,0.9439533624715611,0.09474702957234839,0.3060361368435581,2.980974908834124,,tuned_on_400_samples
exp1,synthetic,3,XGBoost,nocorr,0.2,0.5,1.0,10.0,9243,2149,7851,757,0.9243,0.2149,0.7851,0.07569999999999999,0.8113588483146067,0.9243,0.8641548242333582,0.8547,0.48595,0.9427993750000001,0.9439533624715611,0.12533457577228546,0.4030870321506649,-2.3025850929940455,,fixed_threshold
exp1,synthetic,3,XGBoost,offset,0.2,0.5,1.0,10.0,9814,4433,5567,186,0.9814,0.4433,0.5567,0.01859999999999995,0.6888467747595985,0.9814,0.809502206458531,0.76905,0.31465,0.9427993750000001,0.9439533624715611,0.09474702957234839,0.3060361368435581,-2.3025850929940455,,offset_corrected
exp1,synthetic,3,XGBoost,oracle_threshold,0.2,0.5,1.0,10.0,9688,3613,6387,312,0.9688,0.3613,0.6387,0.031200000000000006,0.7283662882490038,0.9688,0.8315522938929659,0.80375,0.33665,0.9427993750000001,0.9439533624715611,0.09474702957234839,0.3060361368435581,-1.8749616184180733,,tuned_on_400_samples
exp1,synthetic,3,LogisticRegression,nocorr,0.2,0.2,1.0,1.0,2726,655,15345,1274,0.6815,0.0409375,0.9590625,0.3185,0.8062703342206448,0.6815,0.7386532990109741,0.90355,0.09645,0.94106803125,0.8347744466614303,0.07061392330099925,0.23429413801830515,0.0,,fixed_threshold
exp1,synthetic,3,LogisticRegression,offset,0.2,0.2,1.0,1.0,2726,655,15345,1274,0.6815,0.0409375,0.9590625,0.3185,0.8062703342206448,0.6815,0.7386532990109741,0.90355,0.09645,0.94106803125,0.8347744466614303,0.07061392330099925,0.23429413801830515,0.0,,offset_corrected
exp1,synthetic,3,LogisticRegression,oracle_threshold,0.2,0.2,1.0,1.0,2708,642,15358,1292,0.677,0.040125,0.959875,0.32299999999999995,0.8083582089552239,0.677,0.7368707482993198,0.9033,0.0967,0.94106803125,0.8347744466614303,0.07061392330099925,0.23429413801830515,0.020571497328770283,,tuned_on_400_samples
exp1,synthetic,3,LogisticRegression,nocorr,0.2,0.2,10.0,1.0,1153,50,15950,2847,0.28825,0.003125,0.996875,0.71175,0.9584372402327515,0.28825,0.4432058427830098,0.85515,0.16735,0.94106803125,0.8347744466614303,0.07061392330099925,0.23429413801830515,2.302585092994046,,fixed_threshold
exp1,synthetic,3,LogisticRegression,offset,0.2,0.2,10.0,1.0,1153,50,15950,2847,0.28825,0.003125,0.996875,0.71175,0.9584372402327515,0.28825,0.4432058427830098,0.85515,0.16735,0.94106803125,0.8347744466614303,0.07061392330099925,0.23429413801830515,2.302585092994046,,offset_corrected
exp1,synthetic,3,LogisticRegression,oracle_threshold,0.2,0.2,10.0,1.0,1050,38,15962,2950,0.2625,0.002375,0.997625,0.7375,0.9650735294117647,0.2625,0.41273584905660377,0.8506,0.1665,0.94106803125,0.8347744466614303,0.07061392330099925,0.23429413801830515,2.4941480288381017,,tuned_on_400_samples
exp1,synthetic,3,LogisticRegression,nocorr,0.2,0.2,1.0,10.0,3729,3641,12359,271,0.93225,0.2275625,0.7724375,0.06774999999999998,0.5059701492537313,0.93225,0.6559366754617414,0.8044,0.31755,0.94106803125,0.8347744466614303,0.07061392330099925,0.23429413801830515,-2.3025850929940455,,fixed_threshold
exp1,synthetic,3,LogisticRegression,offset,0.2,0.2,1.0,10.0,3729,3641,12359,271,0.93225,0.2275625,0.7724375,0.06774999999999998,0.5059701492537313,0.93225,0.6559366754617414,0.8044,0.31755,0.94106803125,0.8347744466614303,0.07061392330099925,0.23429413801830515,-2.3025850929940455,,offset_corrected
exp1,synthetic,3,LogisticRegression,oracle_threshold,0.2,0.2,1.0,10.0,3811,4656,11344,189,0.95275,0.291,0.709,0.047250000000000014,0.4501003897484351,0.95275,0.6113740274324216,0.75775,0.3273,0.94106803125,0.8347744466614303,0.07061392330099925,0.23429413801830515,-2.735803368322368,,tuned_on_400_samples
exp1,synthetic,3,XGBoost,nocorr,0.2,0.2,1.0,1.0,2753,679,15321,1247,0.68825,0.0424375,0.9575625,0.31174999999999997,0.8021561771561772,0.68825,0.7408503767491926,0.9037,0.0963,0.939907625,0.8329916773916403,0.07123937457799911,0.23654350071763974,0.0,,fixed_threshold
exp1,synthetic,3,XGBoost,offset,0.2,0.2,1.0,1.0,2753,679,15321,1247,0.68825,0.0424375,0.9575625,0.31174999999999997,0.8021561771561772,0.68825,0.7408503767491926,0.9037,0.0963,0.939907625,0.8329916773916402,0.07123937478427791,0.23654350055901427,0.0,,offset_corrected
exp1,synthetic,3,XGBoost,oracle_threshold,0.2,0.2,1.0,1.0,2604,542,15458,1396,0.651,0.033875,0.966125,0.349,0.8277177368086459,0.651,0.7287993282955499,0.9031,0.0969,0.939907625,0.8329916773916402,0.07123937478427791,0.23654350055901427,0.24425631761550903,,tuned_on_400_samples
exp1,synthetic,3,XGBoost,nocorr,0.2,0.2,10.0,1.0,1119,42,15958,2881,0.27975,0.002625,0.997375,0.7202500000000001,0.9638242894056848,0.27975,0.43363689207517925,0.85385,0.16505,0.939907625,0.8329916773916403,0.07123937457799911,0.23654350071763974,2.302585092994046,,fixed_threshold
exp1,synthetic,3,XGBoost,offset,0.2,0.2,10.0,1.0,1119,42,15958,2881,0.27975,0.002625,0.997375,0.7202500000000001,0.9638242894056848,0.27975,0.43363689207517925,0.85385,0.16505,0.939907625,0.8329916773916402,0.07123937478427791,0.23654350055901427,2.302585092994046,,offset_corrected
exp1,synthetic,3,XGBoost,oracle_threshold,0.2,0.2,10.0,1.0,1608,126,15874,2392,0.402,0.007875,0.992125,0.598,0.9273356401384083,0.402,0.5608650156958493,0.8741,0.1826,0.939907625,0.8329916773916402,0.07123937478427791,0.23654350055901427,1.6212438344955444,,tuned_on_400_samples
exp1,synthetic,3,XGBoost,nocorr,0.2,0.2,1.0,10.0,3669,3433,12567,331,0.91725,0.2145625,0.7854375,0.08274999999999999,0.5166150380174599,0.91725,0.6609619888308413,0.8118,0.33715,0.939907625,0.8329916773916403,0.07123937457799911,0.23654350071763974,-2.3025850929940455,,fixed_threshold
exp1,synthetic,3,XGBoost,offset,0.2,0.2,1.0,10.0,3669,3433,12567,331,0.91725,0.2145625,0.7854375,0.08274999999999999,0.5166150380174599,0.91725,0.6609619888308413,0.8118,0.33715,0.939907625,0.8329916773916402,0.07123937478427791,0.23654350055901427,-2.3025850929940455,,offset_corrected
exp1,synthetic,3,XGBoost,oracle_threshold,0.2,0.2,1.0,10.0,3855,5381,10619,145,0.96375,0.3363125,0.6636875,0.036250000000000004,0.41738847986141187,0.96375,0.5825022665457842,0.7237,0.34155,0.939907625,0.8329916773916402,0.07123937478427791,0.23654350055901427,-3.139659881591797,,tuned_on_400_samples
exp1,synthetic,3,LogisticRegression,nocorr,0.2,0.1,1.0,1.0,1364,733,17267,636,0.682,0.04072222222222222,0.9592777777777778,0.31799999999999995,0.6504530281354316,0.682,0.665853063216988,0.93155,0.06845,0.9420426111111111,0.7360901000393836,0.051140069522030825,0.17508257410984948,0.0,,fixed_threshold
exp1,synthetic,3,LogisticRegression,offset,0.2,0.1,1.0,1.0,1097,324,17676,903,0.5485,0.018,0.982,0.4515,0.7719915552427867,0.5485,0.6413329435837475,0.93865,0.06135,0.9420426111111111,0.7360901000393836,0.04631680845509106,0.16007510668338878,0.0,,offset_corrected
